fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
1998-99,Maharashtra,Chandrapur,Chandrapur,473,Sunflower,Rabi,400.0,200.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Chandrapur,Chandrapur,473,Safflower,Rabi,300.0,200.0,0.6666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Chandrapur,Chandrapur,473,Groundnut,Summer,200.0,200.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Chandrapur,Chandrapur,473,Maize,Kharif,100.0,200.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Bajra,Kharif,174100.0,184800.0,1.061458931648478,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Cotton(lint),Kharif,94600.0,103300.0,1.0919661733615222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Jowar,Kharif,73000.0,119200.0,1.632876712328767,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Groundnut,Kharif,51000.0,38200.0,0.7490196078431373,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Jowar,Rabi,46600.0,48400.0,1.03862660944206,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Moong(Green Gram),Kharif,33500.0,19600.0,0.5850746268656717,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Urad,Kharif,32600.0,26500.0,0.8128834355828221,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Gram,Rabi,31100.0,23400.0,0.752411575562701,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Arhar(Tur),Kharif,27000.0,10000.0,0.3703703703703703,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Rice,Kharif,26400.0,15900.0,0.6022727272727273,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Other Kharif pulses,Kharif,21800.0,9000.0,0.4128440366972477,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Groundnut,Summer,20200.0,23800.0,1.1782178217821782,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Wheat,Rabi,19200.0,26300.0,1.3697916666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Maize,Kharif,18800.0,37300.0,1.9840425531914887,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Other Cereals,Kharif,15300.0,9300.0,0.6078431372549019,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sesamum,Kharif,10900.0,4000.0,0.3669724770642202,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sugarcane,Kharif,10500.0,756100.0,72.00952380952381,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Ragi,Kharif,9100.0,7100.0,0.7802197802197802,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Soyabean,Kharif,4000.0,5700.0,1.425,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Maize,Rabi,1400.0,2300.0,1.6428571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Niger seed,Kharif,1000.0,400.0,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Rapeseed and Mustard,Rabi,800.0,200.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sunflower,Kharif,800.0,200.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sunflower,Rabi,600.0,300.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Castor seed,Kharif,400.0,100.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Other Rabi pulses,Rabi,300.0,200.0,0.6666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Safflower,Rabi,300.0,200.0,0.6666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sunflower,Summer,200.0,200.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Sesamum,Rabi,200.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Dhule,Dhule,474,Maize,Summer,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Rice,Kharif,138300.0,154100.0,1.114244396240058,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Other Rabi pulses,Rabi,17500.0,6400.0,0.3657142857142857,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Jowar,Rabi,15200.0,4200.0,0.2763157894736842,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Rice,Summer,4800.0,7100.0,1.4791666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Linseed,Rabi,4400.0,800.0,0.1818181818181818,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Gram,Rabi,3500.0,2000.0,0.5714285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Other Kharif pulses,Kharif,3200.0,1300.0,0.40625,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Maize,Kharif,3000.0,5700.0,1.9,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Sesamum,Rabi,2600.0,400.0,0.1538461538461538,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Arhar(Tur),Kharif,1800.0,1300.0,0.7222222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Soyabean,Kharif,1400.0,1700.0,1.2142857142857142,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Wheat,Rabi,1300.0,1200.0,0.9230769230769232,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Sesamum,Kharif,600.0,200.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Sunflower,Rabi,500.0,200.0,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Rapeseed and Mustard,Rabi,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Other Cereals,Kharif,200.0,200.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Moong(Green Gram),Kharif,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Safflower,Rabi,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Groundnut,Summer,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Urad,Kharif,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Gadchiroli,Gadchiroli,475,Jowar,Kharif,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Cotton(lint),Kharif,371900.0,489500.0,1.3162140360311911,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Jowar,Kharif,157300.0,319400.0,2.030514939605849,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Bajra,Kharif,71800.0,80500.0,1.1211699164345403,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Jowar,Rabi,61300.0,75000.0,1.223491027732463,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Gram,Rabi,57400.0,40100.0,0.6986062717770035,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Urad,Kharif,56800.0,37300.0,0.6566901408450704,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Wheat,Rabi,43800.0,72200.0,1.6484018264840183,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Moong(Green Gram),Kharif,33200.0,23100.0,0.6957831325301205,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Sesamum,Kharif,24800.0,10100.0,0.407258064516129,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Arhar(Tur),Kharif,24400.0,13900.0,0.569672131147541,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Groundnut,Summer,12600.0,16800.0,1.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Sugarcane,Kharif,10700.0,1024300.0,95.72897196261682,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Other Kharif pulses,Kharif,8800.0,3500.0,0.3977272727272727,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Groundnut,Kharif,8300.0,7200.0,0.8674698795180723,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Maize,Kharif,7700.0,16300.0,2.116883116883117,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Soyabean,Kharif,2400.0,3600.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Rice,Kharif,1800.0,1900.0,1.0555555555555556,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Other Cereals,Kharif,1400.0,800.0,0.5714285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Sunflower,Kharif,1300.0,400.0,0.3076923076923077,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Sunflower,Rabi,1200.0,700.0,0.5833333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Other Cereals,Rabi,1100.0,1400.0,1.2727272727272727,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Sunflower,Summer,600.0,500.0,0.8333333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Maize,Summer,500.0,700.0,1.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Maize,Rabi,400.0,600.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Castor seed,Kharif,400.0,200.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Rapeseed and Mustard,Rabi,300.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Safflower,Rabi,200.0,100.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalgaon,Jalgaon,478,Other Rabi pulses,Rabi,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Cotton(lint),Kharif,162600.0,173400.0,1.066420664206642,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Jowar,Rabi,129900.0,94500.0,0.7274826789838337,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Bajra,Kharif,80800.0,64400.0,0.7970297029702971,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Moong(Green Gram),Kharif,53200.0,29500.0,0.5545112781954887,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Arhar(Tur),Kharif,46100.0,26000.0,0.5639913232104121,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Jowar,Kharif,36200.0,45800.0,1.2651933701657458,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Safflower,Rabi,34400.0,17800.0,0.5174418604651163,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Maize,Kharif,33200.0,73600.0,2.216867469879518,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Wheat,Rabi,30400.0,43200.0,1.4210526315789471,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Gram,Rabi,15900.0,8300.0,0.5220125786163522,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Urad,Kharif,15100.0,9600.0,0.6357615894039735,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Sunflower,Rabi,12100.0,5900.0,0.4876033057851239,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Other Kharif pulses,Kharif,10900.0,4400.0,0.4036697247706422,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Sunflower,Kharif,8500.0,3500.0,0.4117647058823529,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Sugarcane,Kharif,6700.0,543100.0,81.05970149253731,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Soyabean,Kharif,4500.0,6800.0,1.511111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Sesamum,Kharif,3800.0,1000.0,0.2631578947368421,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Maize,Rabi,3200.0,5000.0,1.5625,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Linseed,Rabi,3200.0,700.0,0.21875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Groundnut,Kharif,2300.0,1200.0,0.5217391304347826,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Groundnut,Summer,1600.0,1500.0,0.9375,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Rice,Kharif,1100.0,400.0,0.3636363636363636,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Other Rabi pulses,Rabi,700.0,300.0,0.4285714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Sunflower,Summer,600.0,400.0,0.6666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Niger seed,Kharif,600.0,200.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Maize,Summer,500.0,700.0,1.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Castor seed,Kharif,200.0,100.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Jalna,Jalna,479,Rapeseed and Mustard,Rabi,200.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Rice,Kharif,106000.0,289100.0,2.7273584905660377,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Sugarcane,Kharif,94700.0,9030400.0,95.35797254487856,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Soyabean,Kharif,63000.0,132000.0,2.095238095238096,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Groundnut,Kharif,60400.0,116000.0,1.920529801324504,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Ragi,Kharif,25400.0,38400.0,1.5118110236220472,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Jowar,Kharif,15200.0,31800.0,2.0921052631578947,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Jowar,Rabi,12100.0,13800.0,1.140495867768595,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Gram,Rabi,11300.0,7800.0,0.6902654867256637,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Wheat,Rabi,7300.0,13400.0,1.8356164383561644,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Other Kharif pulses,Kharif,6000.0,2400.0,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Other Cereals,Kharif,5300.0,3000.0,0.5660377358490566,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Other Rabi pulses,Rabi,4500.0,1900.0,0.4222222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Urad,Kharif,3900.0,2400.0,0.6153846153846154,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Arhar(Tur),Kharif,3500.0,1300.0,0.3714285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Maize,Rabi,3100.0,4500.0,1.4516129032258065,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Maize,Kharif,2300.0,4600.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Other Cereals,Rabi,2200.0,2100.0,0.9545454545454546,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Niger seed,Kharif,2200.0,900.0,0.4090909090909091,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Groundnut,Summer,2100.0,6400.0,3.0476190476190474,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Moong(Green Gram),Kharif,1400.0,700.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Rice,Summer,300.0,700.0,2.333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Maize,Summer,100.0,300.0,3.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Bajra,Kharif,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Cotton(lint),Kharif,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Sunflower,Rabi,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Kolhapur,Kolhapur,480,Sunflower,Summer,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Jowar,Kharif,176700.0,254400.0,1.4397283531409168,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Urad,Kharif,76800.0,52300.0,0.6809895833333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Arhar(Tur),Kharif,66000.0,71200.0,1.0787878787878789,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Sunflower,Rabi,55500.0,32200.0,0.5801801801801801,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Cotton(lint),Kharif,31600.0,25400.0,0.8037974683544303,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Gram,Rabi,28900.0,14800.0,0.5121107266435986,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Wheat,Rabi,27500.0,30100.0,1.0945454545454545,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Sunflower,Kharif,25600.0,11500.0,0.44921875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Moong(Green Gram),Kharif,24200.0,13500.0,0.5578512396694215,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Jowar,Rabi,23500.0,15300.0,0.6510638297872341,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Sugarcane,Kharif,23300.0,1557000.0,66.82403433476395,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Rice,Kharif,20300.0,9800.0,0.4827586206896552,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Safflower,Rabi,18100.0,9000.0,0.4972375690607735,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Groundnut,Kharif,17200.0,6800.0,0.3953488372093023,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Sesamum,Kharif,12600.0,3100.0,0.246031746031746,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
1998-99,Maharashtra,Latur,Latur,481,Niger seed,Kharif,12200.0,2800.0,0.2295081967213114,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
