fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sugarcane,Whole Year,160000.0,17600000.0,110.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Jowar,Rabi,142520.05,118049.36,0.83,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Cotton(lint),Kharif,131229.17,255061.86,1.94,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Gram,Rabi,113139.7,112159.91,0.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Bajra,Kharif,110862.0,136744.0,1.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Soyabean,Kharif,110629.0,200692.0,1.81,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Wheat,Rabi,85790.86,191159.19,2.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Moong(Green Gram),Kharif,49101.39,39374.41,0.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Maize,Kharif,49098.0,97824.0,1.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Maize,Rabi,46177.56,108212.49,2.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Urad,Kharif,30794.15,31345.37,1.02,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Arhar(Tur),Kharif,23881.0,22018.0,0.92,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Rice,Kharif,20579.65,34228.07,1.66,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Kharif pulses,Kharif,10337.0,5684.0,0.55,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Groundnut,Summer,5824.0,7451.0,1.28,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Maize,Summer,5791.47,11032.75,1.9,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Groundnut,Kharif,5255.6,5503.14,1.05,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Bajra,Summer,5129.3,4667.66,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Rabi pulses,Rabi,3630.6,1262.32,0.35,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Soyabean,Summer,1475.0,2212.5,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Jowar,Kharif,426.97,243.89,0.57,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Ragi,Kharif,190.0,181.0,0.95,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Cereals,Kharif,159.0,34.15,0.21,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,other oilseeds,Kharif,117.0,81.9,0.7,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sesamum,Kharif,111.06,37.91,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Moong(Green Gram),Summer,95.0,17.5,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Niger seed,Kharif,84.22,38.41,0.46,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Cereals,Rabi,75.0,17.02,0.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Safflower,Rabi,74.0,33.18,0.45,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sunflower,Kharif,62.0,37.0,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Summer Pulses,Summer,42.8,30.7,0.72,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Linseed,Rabi,39.11,14.76,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sesamum,Summer,39.0,10.0,0.26,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,other oilseeds,Rabi,37.8,6.37,0.17,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sunflower,Rabi,35.17,21.24,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,other oilseeds,Summer,29.0,11.54,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sunflower,Summer,27.0,23.0,0.85,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Sesamum,Rabi,19.45,6.52,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Other Cereals,Summer,15.8,19.46,1.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Ahmednagar,Ahilyanagar,466,Urad,Summer,12.6,6.79,0.54,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Soyabean,Kharif,242717.0,387667.0,1.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Cotton(lint),Kharif,149868.87,362488.72,2.42,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Gram,Rabi,120523.35,134040.04,1.11,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Arhar(Tur),Kharif,55836.0,42268.0,0.76,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Wheat,Rabi,32482.56,56821.74,1.75,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Urad,Kharif,11890.61,3678.96,0.31,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Moong(Green Gram),Kharif,10289.52,2706.14,0.26,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Groundnut,Summer,4437.0,7143.0,1.61,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Jowar,Kharif,2243.27,1219.89,0.54,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Bajra,Kharif,1419.0,510.0,0.36,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Jowar,Rabi,969.27,1193.1,1.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Jowar,Summer,893.12,742.56,0.83,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Maize,Rabi,487.02,962.81,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Sesamum,Summer,378.0,80.0,0.21,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Moong(Green Gram),Summer,335.1,61.72,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Maize,Summer,315.2,525.33,1.67,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Sugarcane,Whole Year,150.0,8307.0,55.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Maize,Kharif,141.0,420.0,2.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Safflower,Rabi,96.9,42.4,0.44,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Sesamum,Kharif,65.34,14.55,0.22,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Sesamum,Rabi,41.6,13.94,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Akola,Akola,467,Soyabean,Summer,38.4,23.04,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Cotton(lint),Kharif,272890.17,387477.41,1.42,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Soyabean,Kharif,256438.0,181020.0,0.71,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Gram,Rabi,126217.26,114980.14,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Arhar(Tur),Kharif,116835.0,39630.0,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Wheat,Rabi,44665.11,71245.32,1.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Jowar,Kharif,11144.73,5359.5,0.48,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Maize,Kharif,10442.0,31202.0,2.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Moong(Green Gram),Kharif,8160.21,159.94,0.02,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Rice,Kharif,6736.2,2626.44,0.39,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Urad,Kharif,3096.75,80.52,0.03,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Moong(Green Gram),Summer,2846.2,524.24,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Groundnut,Summer,1456.0,728.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Maize,Rabi,718.15,1419.74,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Groundnut,Kharif,601.41,293.67,0.49,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Maize,Summer,565.5,967.4,1.71,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Sesamum,Summer,355.0,67.0,0.19,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Sugarcane,Whole Year,354.0,14071.5,39.75,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,other oilseeds,Rabi,219.2,87.68,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Soyabean,Summer,144.0,86.4,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Jowar,Rabi,103.58,127.5,1.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Other Cereals,Kharif,92.0,36.95,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,Jowar,Summer,3.0,2.49,0.83,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Amravati,Amravati,468,other oilseeds,Summer,1.0,0.2,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Cotton(lint),Kharif,400404.99,452630.51,1.13,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Gram,Rabi,64781.93,44529.8,0.69,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Maize,Kharif,58259.0,122046.0,2.09,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Wheat,Rabi,44924.32,70616.54,1.57,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Maize,Rabi,41741.0,91980.47,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sugarcane,Whole Year,40000.0,3209600.0,80.24,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Arhar(Tur),Kharif,32605.0,19674.0,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Soyabean,Kharif,30417.0,23932.0,0.79,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Jowar,Rabi,28389.15,19599.87,0.69,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Bajra,Kharif,16599.0,14484.0,0.87,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Moong(Green Gram),Kharif,11137.24,5477.3,0.49,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Maize,Summer,9847.5,11462.49,1.16,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Bajra,Summer,7024.5,6392.3,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Groundnut,Kharif,5954.93,6580.36,1.11,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Urad,Kharif,2880.02,1234.09,0.43,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sunflower,Summer,2397.0,2051.0,0.86,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Cereals,Kharif,1095.0,447.86,0.41,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Cereals,Rabi,944.0,141.6,0.15,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sunflower,Rabi,913.08,373.27,0.41,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Groundnut,Summer,781.0,1194.0,1.53,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Jowar,Kharif,447.84,342.33,0.76,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Soyabean,Summer,404.0,262.6,0.65,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sesamum,Kharif,210.32,53.32,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Kharif pulses,Kharif,197.0,53.19,0.27,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Summer Pulses,Summer,170.0,92.64,0.54,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Cereals,Summer,169.0,181.98,1.08,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,other oilseeds,Rabi,156.2,35.93,0.23,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,other oilseeds,Summer,113.0,49.27,0.44,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,other oilseeds,Kharif,103.0,21.63,0.21,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Safflower,Rabi,85.72,42.74,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Other Rabi pulses,Rabi,79.0,14.22,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Jowar,Summer,59.0,47.2,0.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Linseed,Rabi,18.2,6.89,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sesamum,Summer,11.0,2.0,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sesamum,Rabi,5.13,1.72,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Moong(Green Gram),Summer,3.0,0.58,0.19,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Aurangabad,Aurangabad,189,Sunflower,Kharif,2.0,1.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Soyabean,Kharif,344732.0,507514.0,1.47,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Cotton(lint),Kharif,273118.0,475708.51,1.74,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Gram,Rabi,173460.0,178259.64,1.03,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Jowar,Rabi,145523.0,168659.7,1.16,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sugarcane,Whole Year,84208.0,6736640.0,80.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Wheat,Rabi,57983.0,124072.02,2.14,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Arhar(Tur),Kharif,48520.0,41795.0,0.86,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Urad,Kharif,46299.0,38849.49,0.84,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Bajra,Kharif,36425.0,41572.0,1.14,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Moong(Green Gram),Kharif,15514.0,12516.7,0.81,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Bajra,Summer,13131.0,11949.21,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Other Rabi pulses,Rabi,9540.0,11925.0,1.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Maize,Kharif,6469.0,8223.0,1.27,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Maize,Rabi,3942.0,11011.19,2.79,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Groundnut,Summer,3736.0,5710.0,1.53,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Other Cereals,Rabi,2897.0,1448.5,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Groundnut,Kharif,2441.0,2948.24,1.21,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Jowar,Kharif,2278.0,1825.82,0.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Other Cereals,Kharif,1597.0,591.64,0.37,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Maize,Summer,1544.0,2367.47,1.53,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Soyabean,Summer,1541.0,1541.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Safflower,Rabi,675.0,479.52,0.71,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Other Summer Pulses,Summer,506.0,359.6,0.71,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,other oilseeds,Rabi,472.0,167.09,0.35,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sesamum,Kharif,395.0,100.13,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Other Kharif pulses,Kharif,229.0,69.51,0.3,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Moong(Green Gram),Summer,200.0,36.84,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sunflower,Rabi,110.0,44.97,0.41,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Niger seed,Kharif,110.0,27.78,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Jowar,Summer,100.0,32.38,0.32,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sesamum,Summer,98.0,20.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Urad,Summer,75.0,40.42,0.54,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sunflower,Summer,66.0,56.0,0.85,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,other oilseeds,Summer,40.0,17.44,0.44,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Linseed,Rabi,35.0,13.19,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,other oilseeds,Kharif,30.0,7.43,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Beed,Beed,470,Sunflower,Kharif,23.0,9.0,0.39,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Rice,Kharif,177018.89,378850.48,2.14,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
